Stunden,Wolbecker Straße (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
7/6/2016 21:00,401,186,215,15,9,wolkig
7/6/2016 22:00,292,151,141,14,9,Klarer Himmel
7/6/2016 23:00,248,131,117,13,9,Klarer Himmel
7/7/2016 0:00,108,55,53,13,6,Klarer Himmel
7/7/2016 1:00,54,23,31,11,6,Klarer Himmel
7/7/2016 2:00,38,12,26,10,2,Klarer Himmel
7/7/2016 3:00,33,12,21,9,2,Klarer Himmel
7/7/2016 4:00,18,7,11,9,4,Nebel
7/7/2016 5:00,115,58,57,8,0,Nebel
7/7/2016 6:00,309,148,161,10,6,Klarer Himmel
7/7/2016 7:00,925,613,312,13,6,Klarer Himmel
7/7/2016 8:00,1019,716,303,15,7,Klarer Himmel
7/7/2016 9:00,800,586,214,16,7,teilweise bewölkt
7/7/2016 10:00,636,390,246,17,9,teilweise bewölkt
7/7/2016 11:00,673,387,286,18,11,teilweise bewölkt
7/7/2016 12:00,837,397,440,19,11,wolkig
7/7/2016 13:00,900,451,449,20,13,Klarer Himmel
7/7/2016 14:00,865,409,456,21,9,Klarer Himmel
7/7/2016 15:00,980,451,529,22,15,Klarer Himmel
7/7/2016 16:00,1063,478,585,22,15,Klarer Himmel
7/7/2016 17:00,1160,543,617,22,17,Klarer Himmel
7/7/2016 18:00,1118,490,628,22,15,Klarer Himmel
7/7/2016 19:00,1131,559,572,22,11,Klarer Himmel
7/7/2016 20:00,910,441,469,20,6,Klarer Himmel
7/7/2016 21:00,194,100,94,17,2,Klarer Himmel
7/7/2016 22:00,162,53,109,16,4,Klarer Himmel
7/7/2016 23:00,934,431,503,15,4,Klarer Himmel
7/8/2016 0:00,199,112,87,15,4,Klarer Himmel
7/8/2016 1:00,101,53,48,15,7,Klarer Himmel
7/8/2016 2:00,45,20,25,15,4,Klarer Himmel
7/8/2016 3:00,30,4,26,15,6,Klarer Himmel
7/8/2016 4:00,25,10,15,15,2,Klarer Himmel
7/8/2016 5:00,79,49,30,15,2,Klarer Himmel
7/8/2016 6:00,283,136,147,16,6,Klarer Himmel
7/8/2016 7:00,827,553,274,17,4,Klarer Himmel
7/8/2016 8:00,826,581,245,18,6,Klarer Himmel
7/8/2016 9:00,716,509,207,19,7,Klarer Himmel
7/8/2016 10:00,734,400,334,21,11,Klarer Himmel
7/8/2016 11:00,772,432,340,22,17,Klarer Himmel
7/8/2016 12:00,808,416,392,22,24,wolkig
7/8/2016 13:00,876,387,489,20,20,wolkig
7/8/2016 14:00,847,401,446,21,33,wolkig
7/8/2016 15:00,847,403,444,20,26,Regen
7/8/2016 16:00,925,431,494,20,22,wolkig
7/8/2016 17:00,896,432,464,21,30,wolkig
7/8/2016 18:00,872,422,450,20,24,wolkig
7/8/2016 19:00,762,402,360,19,24,teilweise bewölkt
7/8/2016 20:00,546,282,264,19,17,teilweise bewölkt
7/8/2016 21:00,410,195,215,18,15,teilweise bewölkt
7/8/2016 22:00,378,156,222,16,20,Regen
7/8/2016 23:00,323,112,211,16,9,teilweise bewölkt
7/9/2016 0:00,300,73,227,15,7,wolkig
7/9/2016 1:00,178,76,102,15,9,Klarer Himmel
7/9/2016 2:00,95,42,53,15,7,wolkig
7/9/2016 3:00,82,34,48,14,6,teilweise bewölkt
7/9/2016 4:00,52,25,27,15,7,wolkig
7/9/2016 5:00,59,39,20,14,6,Nebel
7/9/2016 6:00,69,30,39,15,9,
7/9/2016 7:00,132,75,57,17,13,teilweise bewölkt
7/9/2016 8:00,253,150,103,17,13,teilweise bewölkt
7/9/2016 9:00,466,310,156,19,15,wolkig
7/9/2016 10:00,687,473,214,20,20,wolkig
7/9/2016 11:00,752,473,279,20,17,wolkig
7/9/2016 12:00,827,457,370,21,15,wolkig
7/9/2016 13:00,808,416,392,21,17,teilweise bewölkt
7/9/2016 14:00,832,387,445,23,19,teilweise bewölkt
7/9/2016 15:00,736,379,357,23,17,teilweise bewölkt
7/9/2016 16:00,800,398,402,23,20,wolkig
7/9/2016 17:00,845,406,439,22,20,Regen
7/9/2016 18:00,786,412,374,22,11,wolkig
7/9/2016 19:00,770,416,354,22,9,Klarer Himmel
7/9/2016 20:00,580,310,270,22,7,wolkig
7/9/2016 21:00,475,233,242,20,7,Klarer Himmel
7/9/2016 22:00,393,178,215,20,9,Klarer Himmel
7/9/2016 23:00,331,91,240,20,11,wolkig
7/10/2016 0:00,475,113,362,20,7,wolkig
7/10/2016 1:00,243,81,162,18,6,Klarer Himmel
7/10/2016 2:00,165,73,92,18,9,Klarer Himmel
7/10/2016 3:00,111,52,59,19,11,Klarer Himmel
7/10/2016 4:00,72,44,28,17,9,Klarer Himmel
7/10/2016 5:00,48,36,12,17,4,Klarer Himmel
7/10/2016 6:00,35,16,19,18,7,Klarer Himmel
7/10/2016 7:00,51,26,25,19,9,Klarer Himmel
7/10/2016 8:00,88,40,48,22,11,Klarer Himmel
7/10/2016 9:00,230,151,79,24,15,Klarer Himmel
7/10/2016 10:00,304,187,117,25,17,Klarer Himmel
7/10/2016 11:00,380,224,156,26,19,teilweise bewölkt
7/10/2016 12:00,432,245,187,27,20,wolkig
7/10/2016 13:00,544,292,252,28,22,teilweise bewölkt
7/10/2016 14:00,591,322,269,28,24,Klarer Himmel
7/10/2016 15:00,615,319,296,29,20,Klarer Himmel
7/10/2016 16:00,679,335,344,29,17,Klarer Himmel
7/10/2016 17:00,609,311,298,29,20,Klarer Himmel
7/10/2016 18:00,592,330,262,29,13,Klarer Himmel
7/10/2016 19:00,552,312,240,28,7,Klarer Himmel
7/10/2016 20:00,525,283,242,26,7,Klarer Himmel
7/10/2016 21:00,261,140,121,25,6,Klarer Himmel
7/10/2016 22:00,171,92,79,24,15,Klarer Himmel
7/10/2016 23:00,191,95,96,21,15,Klarer Himmel
7/11/2016 0:00,111,57,54,20,7,Klarer Himmel
7/11/2016 1:00,35,18,17,20,6,Klarer Himmel
7/11/2016 2:00,18,11,7,20,15,Klarer Himmel
7/11/2016 3:00,12,2,10,19,15,Klarer Himmel
7/11/2016 4:00,11,5,6,19,13,Klarer Himmel
7/11/2016 5:00,91,50,41,19,13,
7/11/2016 6:00,281,156,125,19,15,wolkig
7/11/2016 7:00,617,410,207,19,19,wolkig
7/11/2016 8:00,786,559,227,19,26,wolkig
7/11/2016 9:00,702,522,180,19,22,wolkig
7/11/2016 10:00,626,411,215,20,24,wolkig
7/11/2016 11:00,577,371,206,21,28,wolkig
7/11/2016 12:00,680,361,319,22,28,teilweise bewölkt
7/11/2016 13:00,724,357,367,22,30,wolkig
7/11/2016 14:00,761,394,367,22,28,wolkig
7/11/2016 15:00,770,370,400,23,32,wolkig
7/11/2016 16:00,939,392,547,23,28,teilweise bewölkt
7/11/2016 17:00,1110,517,593,23,26,teilweise bewölkt
7/11/2016 18:00,1027,414,613,23,28,Klarer Himmel
7/11/2016 19:00,737,298,439,22,24,Klarer Himmel
7/11/2016 20:00,485,194,291,22,20,Klarer Himmel
7/11/2016 21:00,332,149,183,21,17,wolkig
7/11/2016 22:00,288,147,141,19,11,teilweise bewölkt
7/11/2016 23:00,159,95,64,19,13,teilweise bewölkt
7/12/2016 0:00,69,41,28,18,11,Klarer Himmel
7/12/2016 1:00,31,18,13,17,11,Klarer Himmel
7/12/2016 2:00,22,13,9,16,11,Klarer Himmel
7/12/2016 3:00,10,1,9,16,11,Klarer Himmel
7/12/2016 4:00,17,7,10,16,9,Klarer Himmel
7/12/2016 5:00,88,39,49,15,11,Klarer Himmel
7/12/2016 6:00,310,156,154,15,15,teilweise bewölkt
7/12/2016 7:00,705,449,256,16,19,teilweise bewölkt
7/12/2016 8:00,863,625,238,17,19,teilweise bewölkt
7/12/2016 9:00,689,491,198,19,19,teilweise bewölkt
7/12/2016 10:00,653,414,239,19,20,wolkig
7/12/2016 11:00,666,408,258,19,22,wolkig
7/12/2016 12:00,680,334,346,21,17,wolkig
7/12/2016 13:00,745,372,373,22,19,wolkig
7/12/2016 14:00,669,323,346,21,15,teilweise bewölkt
7/12/2016 15:00,844,399,445,23,22,teilweise bewölkt
7/12/2016 16:00,987,417,570,21,19,teilweise bewölkt
7/12/2016 17:00,1080,477,603,20,7,wolkig
7/12/2016 18:00,1028,438,590,20,6,wolkig
7/12/2016 19:00,753,303,450,17,4,wolkig
7/12/2016 20:00,533,222,311,16,0,teilweise bewölkt
7/12/2016 21:00,376,182,194,17,7,Regen
7/12/2016 22:00,275,155,120,16,4,wolkig
7/12/2016 23:00,155,93,62,16,6,wolkig
7/13/2016 0:00,89,61,28,15,4,Klarer Himmel
7/13/2016 1:00,38,20,18,14,0,Nebel
7/13/2016 2:00,15,7,8,13,0,Nebel
7/13/2016 3:00,13,7,6,13,6,
7/13/2016 4:00,10,2,8,12,2,Nebel
7/13/2016 5:00,87,38,49,12,2,Nebel
7/13/2016 6:00,276,135,141,13,0,wolkig
7/13/2016 7:00,703,475,228,14,4,teilweise bewölkt
7/13/2016 8:00,851,613,238,15,2,wolkig
7/13/2016 9:00,743,546,197,17,6,teilweise bewölkt
7/13/2016 10:00,688,435,253,18,9,wolkig
7/13/2016 11:00,727,461,266,19,15,wolkig
7/13/2016 12:00,797,394,403,19,9,wolkig
7/13/2016 13:00,848,389,459,20,15,teilweise bewölkt
7/13/2016 14:00,744,335,409,21,13,
7/13/2016 15:00,820,358,462,21,19,wolkig
7/13/2016 16:00,982,396,586,17,19,wolkig
7/13/2016 17:00,1057,481,576,15,11,Regen
7/13/2016 18:00,881,355,526,15,6,wolkig
7/13/2016 19:00,701,322,379,15,7,wolkig
7/13/2016 20:00,491,224,267,15,9,wolkig
7/13/2016 21:00,309,135,174,15,9,wolkig
7/13/2016 22:00,296,163,133,14,11,wolkig
7/13/2016 23:00,178,91,87,13,6,wolkig
7/14/2016 0:00,91,46,45,13,6,Klarer Himmel
7/14/2016 1:00,61,23,38,12,9,wolkig
7/14/2016 2:00,39,13,26,11,7,Klarer Himmel
7/14/2016 3:00,22,11,11,10,7,Klarer Himmel
7/14/2016 4:00,30,16,14,10,4,Nebel
7/14/2016 5:00,96,50,46,10,6,Nebel
7/14/2016 6:00,290,138,152,11,4,teilweise bewölkt
7/14/2016 7:00,639,416,223,12,7,teilweise bewölkt
7/14/2016 8:00,829,586,243,14,13,teilweise bewölkt
7/14/2016 9:00,674,513,161,16,13,
7/14/2016 10:00,622,387,235,16,11,teilweise bewölkt
7/14/2016 11:00,638,351,287,16,13,teilweise bewölkt
7/14/2016 12:00,599,290,309,18,19,teilweise bewölkt
7/14/2016 13:00,671,348,323,17,15,teilweise bewölkt
7/14/2016 14:00,723,347,376,16,2,wolkig
7/14/2016 15:00,770,340,430,16,15,teilweise bewölkt
7/14/2016 16:00,937,411,526,15,15,teilweise bewölkt
7/14/2016 17:00,1029,450,579,17,19,wolkig
7/14/2016 18:00,967,414,553,16,19,wolkig
7/14/2016 19:00,770,302,468,14,20,wolkig
7/14/2016 20:00,451,176,275,13,19,wolkig
7/14/2016 21:00,340,161,179,14,15,wolkig
7/14/2016 22:00,303,157,146,13,11,teilweise bewölkt
7/14/2016 23:00,187,111,76,12,11,Klarer Himmel
7/15/2016 0:00,88,42,46,11,9,Klarer Himmel
7/15/2016 1:00,49,22,27,12,11,Klarer Himmel
7/15/2016 2:00,22,7,15,12,13,wolkig
7/15/2016 3:00,18,4,14,12,11,Klarer Himmel
7/15/2016 4:00,17,6,11,12,13,wolkig
7/15/2016 5:00,91,44,47,12,9,wolkig
7/15/2016 6:00,245,120,125,13,13,wolkig
7/15/2016 7:00,557,376,181,13,17,wolkig
7/15/2016 8:00,705,522,183,15,17,wolkig
7/15/2016 9:00,638,454,184,15,17,teilweise bewölkt
7/15/2016 10:00,529,348,181,15,19,teilweise bewölkt
7/15/2016 11:00,605,363,242,16,19,
7/15/2016 12:00,673,358,315,18,19,wolkig
7/15/2016 13:00,775,352,423,19,19,wolkig
7/15/2016 14:00,778,346,432,19,17,teilweise bewölkt
7/15/2016 15:00,796,376,420,19,15,wolkig
7/15/2016 16:00,815,364,451,19,6,wolkig
7/15/2016 17:00,872,390,482,20,20,wolkig
7/15/2016 18:00,800,329,471,19,11,wolkig
7/15/2016 19:00,717,362,355,19,7,wolkig
7/15/2016 20:00,601,336,265,18,7,teilweise bewölkt
7/15/2016 21:00,478,240,238,16,6,teilweise bewölkt
7/15/2016 22:00,400,160,240,13,0,Nebel
7/15/2016 23:00,320,99,221,12,2,Nebel
7/16/2016 0:00,249,83,166,11,4,Nebel
7/16/2016 1:00,187,60,127,11,0,Nebel
7/16/2016 2:00,115,47,68,12,6,Nebel
7/16/2016 3:00,76,45,31,13,7,Klarer Himmel
7/16/2016 4:00,53,31,22,14,7,Klarer Himmel
7/16/2016 5:00,62,43,19,15,6,Regen
7/16/2016 6:00,77,39,38,15,9,wolkig
7/16/2016 7:00,130,77,53,16,9,wolkig
7/16/2016 8:00,218,134,84,16,11,wolkig
7/16/2016 9:00,433,306,127,17,11,wolkig
7/16/2016 10:00,586,376,210,18,17,wolkig
7/16/2016 11:00,726,482,244,18,15,wolkig
7/16/2016 12:00,760,430,330,19,15,wolkig
7/16/2016 13:00,728,350,378,20,13,wolkig
7/16/2016 14:00,759,349,410,21,15,wolkig
7/16/2016 15:00,672,271,401,21,17,wolkig
7/16/2016 16:00,601,274,327,21,20,wolkig
7/16/2016 17:00,613,266,347,21,15,wolkig
7/16/2016 18:00,581,227,354,21,13,wolkig
7/16/2016 19:00,576,246,330,22,15,wolkig
7/16/2016 20:00,441,180,261,21,13,wolkig
7/16/2016 21:00,301,152,149,20,6,wolkig
7/16/2016 22:00,225,111,114,19,4,teilweise bewölkt
7/16/2016 23:00,241,112,129,19,4,wolkig
7/17/2016 0:00,225,113,112,19,7,Klarer Himmel
7/17/2016 1:00,167,77,90,19,7,wolkig
7/17/2016 2:00,136,75,61,19,7,wolkig
7/17/2016 3:00,99,58,41,19,9,wolkig
7/17/2016 4:00,61,41,20,19,9,wolkig
7/17/2016 5:00,45,32,13,19,9,wolkig
7/17/2016 6:00,41,29,12,19,11,teilweise bewölkt
7/17/2016 7:00,55,23,32,19,15,wolkig
7/17/2016 8:00,85,37,48,19,13,wolkig
7/17/2016 9:00,228,126,102,20,17,wolkig
7/17/2016 10:00,302,151,151,21,19,wolkig
7/17/2016 11:00,322,157,165,22,19,wolkig
7/17/2016 12:00,376,216,160,22,24,wolkig
7/17/2016 13:00,407,241,166,24,24,wolkig
7/17/2016 14:00,470,276,194,24,20,teilweise bewölkt
7/17/2016 15:00,510,294,216,25,28,wolkig
7/17/2016 16:00,493,274,219,24,20,wolkig
7/17/2016 17:00,492,238,254,24,22,Klarer Himmel
7/17/2016 18:00,475,236,239,23,20,wolkig
7/17/2016 19:00,468,226,242,22,15,Klarer Himmel
7/17/2016 20:00,349,181,168,21,9,Klarer Himmel
7/17/2016 21:00,261,147,114,19,7,Klarer Himmel
7/17/2016 22:00,208,125,83,17,6,Klarer Himmel
7/17/2016 23:00,128,85,43,16,6,Klarer Himmel
7/18/2016 0:00,56,32,24,15,6,Klarer Himmel
7/18/2016 1:00,35,24,11,14,7,Klarer Himmel
7/18/2016 2:00,11,10,1,16,6,Klarer Himmel
7/18/2016 3:00,5,1,4,13,2,wolkig
7/18/2016 4:00,16,10,6,12,0,Nebel
7/18/2016 5:00,88,44,44,13,4,Nebel
7/18/2016 6:00,279,149,130,15,4,wolkig
7/18/2016 7:00,628,411,217,16,6,Regen
7/18/2016 8:00,746,528,218,18,7,teilweise bewölkt
7/18/2016 9:00,618,431,187,20,7,teilweise bewölkt
7/18/2016 10:00,588,389,199,22,17,teilweise bewölkt
7/18/2016 11:00,633,371,262,23,15,teilweise bewölkt
7/18/2016 12:00,670,339,331,25,22,teilweise bewölkt
7/18/2016 13:00,660,343,317,25,17,teilweise bewölkt
7/18/2016 14:00,662,336,326,26,17,teilweise bewölkt
7/18/2016 15:00,833,368,465,27,19,Klarer Himmel
7/18/2016 16:00,926,411,515,27,15,Klarer Himmel
7/18/2016 17:00,1109,513,596,26,15,Klarer Himmel
7/18/2016 18:00,920,403,517,26,17,Klarer Himmel
7/18/2016 19:00,710,298,412,25,9,Klarer Himmel
7/18/2016 20:00,591,284,307,24,7,Klarer Himmel
7/18/2016 21:00,371,174,197,20,2,Klarer Himmel
7/18/2016 22:00,348,176,172,17,0,Klarer Himmel
7/18/2016 23:00,174,87,87,16,0,Klarer Himmel
7/19/2016 0:00,84,34,50,15,0,Klarer Himmel
7/19/2016 1:00,48,27,21,14,0,Klarer Himmel
7/19/2016 2:00,33,12,21,13,2,Klarer Himmel
7/19/2016 3:00,7,4,3,13,2,Klarer Himmel
7/19/2016 4:00,17,7,10,12,0,Nebel
7/19/2016 5:00,80,42,38,12,4,Nebel
7/19/2016 6:00,309,165,144,13,0,Klarer Himmel
7/19/2016 7:00,681,455,226,18,2,Klarer Himmel
7/19/2016 8:00,835,582,253,20,6,Klarer Himmel
7/19/2016 9:00,649,461,188,23,4,Klarer Himmel
7/19/2016 10:00,613,400,213,24,6,Klarer Himmel
7/19/2016 11:00,657,392,265,25,6,Klarer Himmel
7/19/2016 12:00,670,292,378,27,4,Klarer Himmel
7/19/2016 13:00,704,312,392,28,4,Klarer Himmel
7/19/2016 14:00,660,290,370,28,6,Klarer Himmel
7/19/2016 15:00,857,380,477,29,6,Klarer Himmel
7/19/2016 16:00,980,399,581,30,6,Klarer Himmel
7/19/2016 17:00,1096,509,587,29,4,Klarer Himmel
7/19/2016 18:00,1057,493,564,30,2,Klarer Himmel
7/19/2016 19:00,863,418,445,29,7,Klarer Himmel
7/19/2016 20:00,680,370,310,26,7,Klarer Himmel
7/19/2016 21:00,516,267,249,24,6,Klarer Himmel
7/19/2016 22:00,415,240,175,23,6,Klarer Himmel
7/19/2016 23:00,240,126,114,21,6,Klarer Himmel
7/20/2016 0:00,128,58,70,20,6,Klarer Himmel
7/20/2016 1:00,55,27,28,21,7,Klarer Himmel
7/20/2016 2:00,31,19,12,20,6,Klarer Himmel
7/20/2016 3:00,21,6,15,20,7,Klarer Himmel
7/20/2016 4:00,13,5,8,20,7,Klarer Himmel
7/20/2016 5:00,91,55,36,20,9,Klarer Himmel
7/20/2016 6:00,312,161,151,21,9,Klarer Himmel
7/20/2016 7:00,663,418,245,22,9,Klarer Himmel
7/20/2016 8:00,820,586,234,24,7,Klarer Himmel
7/20/2016 9:00,709,508,201,25,11,Klarer Himmel
7/20/2016 10:00,660,393,267,28,13,Klarer Himmel
7/20/2016 11:00,697,400,297,29,13,Klarer Himmel
7/20/2016 12:00,736,329,407,31,13,Klarer Himmel
7/20/2016 13:00,756,319,437,32,19,Klarer Himmel
7/20/2016 14:00,732,293,439,33,17,Klarer Himmel
7/20/2016 15:00,835,322,513,34,15,Klarer Himmel
7/20/2016 16:00,960,372,588,34,17,Klarer Himmel
7/20/2016 17:00,988,452,536,33,11,Klarer Himmel
7/20/2016 18:00,1020,536,484,31,6,Klarer Himmel
7/20/2016 19:00,896,517,379,30,4,wolkig
7/20/2016 20:00,439,263,176,23,22,Gewitter
7/20/2016 21:00,362,199,163,21,7,wolkig
7/20/2016 22:00,316,167,149,21,6,Klarer Himmel
7/20/2016 23:00,188,105,83,20,4,Klarer Himmel
7/21/2016 0:00,124,47,77,20,4,wolkig
7/21/2016 1:00,73,46,27,20,2,Klarer Himmel
7/21/2016 2:00,38,21,17,19,0,Nebel
7/21/2016 3:00,37,15,22,18,0,Nebel
7/21/2016 4:00,29,13,16,18,0,Nebel
7/21/2016 5:00,89,49,40,17,4,Nebel
7/21/2016 6:00,278,132,146,18,4,Nebel
7/21/2016 7:00,565,358,207,20,6,
7/21/2016 8:00,730,517,213,22,9,
7/21/2016 9:00,655,470,185,23,7,Klarer Himmel
7/21/2016 10:00,488,390,98,25,7,Klarer Himmel
7/21/2016 11:00,626,376,250,25,11,teilweise bewölkt
7/21/2016 12:00,650,297,353,26,9,teilweise bewölkt
7/21/2016 13:00,672,326,346,27,7,teilweise bewölkt
7/21/2016 14:00,677,327,350,29,7,teilweise bewölkt
7/21/2016 15:00,758,347,411,29,6,teilweise bewölkt
7/21/2016 16:00,904,379,525,30,4,teilweise bewölkt
7/21/2016 17:00,963,442,521,28,2,wolkig
7/21/2016 18:00,901,357,544,18,24,Gewitter
7/21/2016 19:00,524,242,282,21,4,Regen
7/21/2016 20:00,461,189,272,21,4,Nebel
7/21/2016 21:00,377,169,208,20,0,Nebel
7/21/2016 22:00,304,139,165,19,2,Nebel
7/21/2016 23:00,180,93,87,19,6,teilweise bewölkt
7/22/2016 0:00,103,59,44,18,2,Klarer Himmel
7/22/2016 1:00,62,42,20,18,2,
7/22/2016 2:00,32,26,6,18,2,
7/22/2016 3:00,28,15,13,19,2,
7/22/2016 4:00,20,10,10,18,0,Nebel
7/22/2016 5:00,78,42,36,18,0,Nebel
7/22/2016 6:00,236,119,117,19,0,Nebel
7/22/2016 7:00,510,347,163,20,6,Nebel
7/22/2016 8:00,614,443,171,20,7,wolkig
7/22/2016 9:00,583,385,198,21,13,Regen
7/22/2016 10:00,560,362,198,21,19,Regen
7/22/2016 11:00,575,343,232,22,13,wolkig
7/22/2016 12:00,588,269,319,18,15,Gewitter
7/22/2016 13:00,652,304,348,21,19,wolkig
7/22/2016 14:00,726,350,376,23,13,Klarer Himmel
7/22/2016 15:00,787,386,401,24,7,wolkig
7/22/2016 16:00,750,319,431,24,6,wolkig
7/22/2016 17:00,772,333,439,25,7,Klarer Himmel
7/22/2016 18:00,768,321,447,25,7,Klarer Himmel
7/22/2016 19:00,721,288,433,25,7,Klarer Himmel
7/22/2016 20:00,529,247,282,23,9,Klarer Himmel
7/22/2016 21:00,347,183,164,21,11,Klarer Himmel
7/22/2016 22:00,314,162,152,20,4,Klarer Himmel
7/22/2016 23:00,282,154,128,20,13,Klarer Himmel
7/23/2016 0:00,236,123,113,19,7,Klarer Himmel
7/23/2016 1:00,160,91,69,19,7,Klarer Himmel
7/23/2016 2:00,132,73,59,19,6,Klarer Himmel
7/23/2016 3:00,91,51,40,18,4,
7/23/2016 4:00,50,31,19,18,6,
7/23/2016 5:00,76,44,32,18,7,Nebel
7/23/2016 6:00,69,42,27,18,2,Nebel
7/23/2016 7:00,145,92,53,19,7,Nebel
7/23/2016 8:00,252,148,104,19,11,wolkig
7/23/2016 9:00,405,274,131,20,15,wolkig
7/23/2016 10:00,556,379,177,21,11,wolkig
7/23/2016 11:00,672,419,253,21,13,wolkig
7/23/2016 12:00,672,347,325,22,9,wolkig
7/23/2016 13:00,734,383,351,22,9,wolkig
7/23/2016 14:00,636,299,337,24,6,wolkig
7/23/2016 15:00,578,243,335,24,7,wolkig
7/23/2016 16:00,566,234,332,24,4,wolkig
7/23/2016 17:00,543,240,303,25,4,teilweise bewölkt
7/23/2016 18:00,550,219,331,25,4,wolkig
7/23/2016 19:00,560,246,314,24,6,wolkig
7/23/2016 20:00,431,211,220,22,4,Klarer Himmel
7/23/2016 21:00,350,167,183,20,0,Klarer Himmel
7/23/2016 22:00,324,179,145,19,2,Klarer Himmel
7/23/2016 23:00,240,121,119,18,0,Klarer Himmel
7/24/2016 0:00,246,123,123,17,0,Klarer Himmel
7/24/2016 1:00,219,114,105,16,0,Nebel
7/24/2016 2:00,111,59,52,16,0,Nebel
7/24/2016 3:00,103,62,41,15,0,Nebel
7/24/2016 4:00,62,45,17,15,0,Nebel
7/24/2016 5:00,59,43,16,15,0,Nebel
7/24/2016 6:00,41,18,23,16,0,Nebel
7/24/2016 7:00,62,31,31,18,0,
7/24/2016 8:00,107,45,62,19,6,Klarer Himmel
7/24/2016 9:00,190,109,81,22,4,Klarer Himmel
7/24/2016 10:00,294,180,114,23,7,teilweise bewölkt
7/24/2016 11:00,324,172,152,25,7,teilweise bewölkt
7/24/2016 12:00,394,173,221,26,7,teilweise bewölkt
7/24/2016 13:00,435,198,237,26,7,teilweise bewölkt
7/24/2016 14:00,470,205,265,27,6,teilweise bewölkt
7/24/2016 15:00,511,251,260,27,7,teilweise bewölkt
7/24/2016 16:00,535,278,257,27,11,teilweise bewölkt
7/24/2016 17:00,565,309,256,26,7,wolkig
7/24/2016 18:00,525,277,248,27,7,wolkig
7/24/2016 19:00,486,302,184,26,6,Klarer Himmel
7/24/2016 20:00,401,253,148,25,4,Klarer Himmel
7/24/2016 21:00,315,187,128,22,0,Klarer Himmel
7/24/2016 22:00,219,141,78,21,0,Klarer Himmel
7/24/2016 23:00,130,72,58,22,4,Klarer Himmel
7/25/2016 0:00,81,48,33,22,6,Klarer Himmel
7/25/2016 1:00,32,17,15,21,2,Klarer Himmel
7/25/2016 2:00,21,11,10,20,0,Klarer Himmel
7/25/2016 3:00,5,4,1,20,4,Klarer Himmel
7/25/2016 4:00,22,6,16,20,0,wolkig
7/25/2016 5:00,89,38,51,19,4,wolkig
7/25/2016 6:00,283,151,132,20,9,wolkig
7/25/2016 7:00,572,366,206,20,6,wolkig
7/25/2016 8:00,635,452,183,21,4,wolkig
7/25/2016 9:00,563,401,162,23,11,wolkig
7/25/2016 10:00,552,349,203,24,15,wolkig
7/25/2016 11:00,543,324,219,25,19,wolkig
7/25/2016 12:00,661,339,322,25,17,wolkig
7/25/2016 13:00,614,306,308,26,19,teilweise bewölkt
7/25/2016 14:00,637,333,304,25,13,wolkig
7/25/2016 15:00,729,334,395,24,17,wolkig
7/25/2016 16:00,870,406,464,24,17,wolkig
7/25/2016 17:00,947,413,534,25,17,wolkig
7/25/2016 18:00,892,386,506,25,17,teilweise bewölkt
7/25/2016 19:00,679,315,364,23,13,teilweise bewölkt
7/25/2016 20:00,473,231,242,22,7,teilweise bewölkt
7/25/2016 21:00,324,143,181,21,13,teilweise bewölkt
7/25/2016 22:00,262,131,131,19,13,wolkig
7/25/2016 23:00,154,90,64,18,6,Klarer Himmel
7/26/2016 0:00,113,56,57,17,0,Klarer Himmel
7/26/2016 1:00,44,21,23,18,4,wolkig
7/26/2016 2:00,34,18,16,18,7,wolkig
7/26/2016 3:00,12,4,8,16,4,teilweise bewölkt
7/26/2016 4:00,10,4,6,16,4,teilweise bewölkt
7/26/2016 5:00,90,42,48,15,0,Nebel
7/26/2016 6:00,252,137,115,15,2,Nebel
7/26/2016 7:00,637,394,243,16,0,Klarer Himmel
7/26/2016 8:00,718,474,244,18,4,wolkig
7/26/2016 9:00,572,407,165,19,4,wolkig
7/26/2016 10:00,554,363,191,20,6,wolkig
7/26/2016 11:00,637,349,288,22,6,wolkig
7/26/2016 12:00,658,341,317,23,7,wolkig
7/26/2016 13:00,719,350,369,23,9,wolkig
7/26/2016 14:00,651,352,299,24,9,wolkig
7/26/2016 15:00,774,363,411,24,7,Klarer Himmel
7/26/2016 16:00,959,420,539,24,4,Klarer Himmel
7/26/2016 17:00,1042,478,564,24,6,Klarer Himmel
7/26/2016 18:00,968,422,546,24,4,Klarer Himmel
7/26/2016 19:00,711,316,395,23,7,Klarer Himmel
7/26/2016 20:00,495,218,277,22,4,Klarer Himmel
7/26/2016 21:00,353,183,170,20,2,Klarer Himmel
7/26/2016 22:00,326,189,137,20,4,Klarer Himmel
7/26/2016 23:00,162,75,87,19,9,Klarer Himmel
7/27/2016 0:00,138,52,86,18,4,Klarer Himmel
7/27/2016 1:00,52,22,30,18,4,Klarer Himmel
7/27/2016 2:00,20,10,10,18,6,Klarer Himmel
7/27/2016 3:00,46,35,11,17,0,Klarer Himmel
7/27/2016 4:00,29,15,14,17,6,Klarer Himmel
7/27/2016 5:00,79,48,31,17,6,Klarer Himmel
7/27/2016 6:00,291,141,150,17,7,Klarer Himmel
7/27/2016 7:00,656,412,244,17,6,Klarer Himmel
7/27/2016 8:00,748,510,238,19,7,Klarer Himmel
